Timestamp,Open,High,Low,Close,Volume
1744282380000,"81732.55000000","81738.59000000","81700.00000000","81700.00000000","16.04534000"
1744282440000,"81700.01000000","81700.01000000","81652.17000000","81657.99000000","11.74770000"
1744282500000,"81657.99000000","81671.87000000","81655.40000000","81671.86000000","3.74094000"
1744282560000,"81671.86000000","81691.50000000","81660.61000000","81681.32000000","5.08803000"
1744282620000,"81681.32000000","81743.72000000","81681.31000000","81743.72000000","6.07081000"
1744282680000,"81743.72000000","81766.04000000","81736.71000000","81766.04000000","4.72176000"
1744282740000,"81766.04000000","81766.05000000","81766.03000000","81766.05000000","3.30302000"
1744282800000,"81766.04000000","81857.74000000","81766.04000000","81837.01000000","13.73035000"
1744282860000,"81837.00000000","81837.01000000","81785.78000000","81785.78000000","5.56444000"
1744282920000,"81785.78000000","81785.78000000","81756.61000000","81765.05000000","8.76203000"
1744282980000,"81765.04000000","81765.04000000","81687.54000000","81687.54000000","9.76510000"
1744283040000,"81687.54000000","81696.75000000","81660.64000000","81686.85000000","4.51518000"
1744283100000,"81686.85000000","81686.85000000","81616.11000000","81629.90000000","10.46740000"
1744283160000,"81629.91000000","81656.00000000","81608.69000000","81656.00000000","9.89504000"
1744283220000,"81655.99000000","81662.21000000","81633.34000000","81633.34000000","5.54921000"
1744283280000,"81633.34000000","81659.09000000","81633.34000000","81640.89000000","5.98050000"
1744283340000,"81640.88000000","81652.18000000","81627.50000000","81652.17000000","6.72017000"
1744283400000,"81652.18000000","81693.65000000","81634.93000000","81634.93000000","14.46733000"
1744283460000,"81634.93000000","81634.94000000","81579.87000000","81580.60000000","25.75341000"
1744283520000,"81580.60000000","81580.61000000","81545.45000000","81562.20000000","16.80934000"
1744283580000,"81562.20000000","81588.69000000","81562.20000000","81568.39000000","10.16027000"
1744283640000,"81568.39000000","81568.39000000","81540.61000000","81547.96000000","6.74869000"
1744283700000,"81547.97000000","81580.00000000","81540.61000000","81562.89000000","7.85426000"
1744283760000,"81562.90000000","81562.90000000","81538.44000000","81541.14000000","5.17376000"
1744283820000,"81541.14000000","81559.42000000","81516.00000000","81552.75000000","8.20587000"
1744283880000,"81552.76000000","81552.76000000","81507.37000000","81513.99000000","5.26868000"
1744283940000,"81513.99000000","81569.65000000","81502.02000000","81569.65000000","8.03367000"
1744284000000,"81569.65000000","81667.47000000","81569.65000000","81667.46000000","12.69580000"
1744284060000,"81667.47000000","81667.47000000","81638.85000000","81638.86000000","5.14566000"
1744284120000,"81638.86000000","81680.59000000","81638.85000000","81680.59000000","4.41237000"
1744284180000,"81680.59000000","81722.13000000","81680.59000000","81700.34000000","9.80485000"
1744284240000,"81700.34000000","81731.99000000","81700.33000000","81720.97000000","9.01917000"
1744284300000,"81720.97000000","81739.14000000","81720.96000000","81733.14000000","5.00179000"
1744284360000,"81733.14000000","81739.14000000","81710.00000000","81710.00000000","6.78112000"
1744284420000,"81710.00000000","81710.00000000","81633.23000000","81638.11000000","7.00015000"
1744284480000,"81638.10000000","81638.11000000","81608.69000000","81619.07000000","3.27260000"
1744284540000,"81619.06000000","81660.00000000","81610.00000000","81619.19000000","8.11454000"
1744284600000,"81619.18000000","81637.28000000","81612.08000000","81621.30000000","5.75260000"
1744284660000,"81621.29000000","81672.43000000","81599.99000000","81672.43000000","19.31022000"
1744284720000,"81672.43000000","81768.92000000","81667.93000000","81757.88000000","12.12901000"
1744284780000,"81757.87000000","81773.00000000","81731.92000000","81731.92000000","7.06553000"
1744284840000,"81731.92000000","81731.92000000","81700.00000000","81708.61000000","9.51011000"
1744284900000,"81708.60000000","81711.00000000","81705.05000000","81711.00000000","3.23018000"
1744284960000,"81711.00000000","81788.74000000","81710.99000000","81788.74000000","11.96115000"
1744285020000,"81788.73000000","81788.74000000","81766.54000000","81773.46000000","9.85441000"
1744285080000,"81773.46000000","81773.46000000","81757.82000000","81764.90000000","4.06901000"
1744285140000,"81764.91000000","81772.71000000","81750.00000000","81772.70000000","15.89623000"
1744285200000,"81772.71000000","81892.40000000","81772.70000000","81868.97000000","33.29357000"
1744285260000,"81868.97000000","81868.98000000","81786.36000000","81861.64000000","22.98733000"
1744285320000,"81861.64000000","81890.38000000","81838.04000000","81851.69000000","8.86794000"
1744285380000,"81851.69000000","81879.27000000","81818.05000000","81879.26000000","7.35267000"
1744285440000,"81879.26000000","81879.27000000","81822.00000000","81854.69000000","9.06579000"
1744285500000,"81854.68000000","81913.05000000","81827.85000000","81913.05000000","9.23446000"
1744285560000,"81913.05000000","81924.83000000","81899.39000000","81916.23000000","10.89736000"
1744285620000,"81916.23000000","81944.00000000","81867.40000000","81868.51000000","12.61585000"
1744285680000,"81868.51000000","81906.24000000","81850.45000000","81879.74000000","8.92787000"
1744285740000,"81879.74000000","81891.70000000","81855.35000000","81888.17000000","3.66666000"
1744285800000,"81888.17000000","81904.24000000","81843.22000000","81846.36000000","10.25004000"
1744285860000,"81846.36000000","81856.00000000","81786.36000000","81793.87000000","8.14337000"
1744285920000,"81793.87000000","81826.09000000","81762.32000000","81767.78000000","5.61724000"
1744285980000,"81767.78000000","81820.00000000","81767.78000000","81807.77000000","7.57015000"
1744286040000,"81807.77000000","81835.34000000","81793.83000000","81835.21000000","3.51679000"
1744286100000,"81835.21000000","81900.00000000","81835.20000000","81876.30000000","50.58392000"
1744286160000,"81876.30000000","81900.01000000","81854.85000000","81854.86000000","33.27420000"
1744286220000,"81854.85000000","81869.57000000","81854.85000000","81861.36000000","4.06533000"
1744286280000,"81861.36000000","81915.71000000","81852.22000000","81915.71000000","10.64151000"
1744286340000,"81915.71000000","81941.78000000","81882.00000000","81882.01000000","8.38021000"
1744286400000,"81882.00000000","81882.00000000","81788.00000000","81805.75000000","11.08013000"
1744286460000,"81805.74000000","81826.09000000","81774.36000000","81774.37000000","8.82805000"
1744286520000,"81774.37000000","81825.76000000","81739.13000000","81825.76000000","12.44685000"
1744286580000,"81825.76000000","81836.00000000","81749.89000000","81749.90000000","4.87285000"
1744286640000,"81749.90000000","82049.74000000","81691.47000000","81814.75000000","159.71236000"
1744286700000,"81814.75000000","81870.15000000","81786.27000000","81858.06000000","28.43795000"
1744286760000,"81858.06000000","81892.36000000","81740.00000000","81740.01000000","17.61370000"
1744286820000,"81740.01000000","81740.01000000","81521.80000000","81573.51000000","88.22221000"
1744286880000,"81573.50000000","81624.53000000","81538.88000000","81624.53000000","10.44393000"
1744286940000,"81624.53000000","81671.70000000","81592.30000000","81671.70000000","12.78437000"
1744287000000,"81671.70000000","81708.00000000","81600.00000000","81707.99000000","12.01593000"
1744287060000,"81708.00000000","81728.02000000","81702.11000000","81706.09000000","7.48615000"
1744287120000,"81706.10000000","81706.10000000","81622.90000000","81668.72000000","20.05095000"
1744287180000,"81668.71000000","81668.72000000","81575.99000000","81643.99000000","131.15905000"
1744287240000,"81644.00000000","81652.18000000","81570.01000000","81649.00000000","22.82675000"
1744287300000,"81649.00000000","81649.00000000","81600.41000000","81626.08000000","12.19611000"
1744287360000,"81626.07000000","81646.43000000","81602.75000000","81632.00000000","10.33497000"
1744287420000,"81632.01000000","81720.01000000","81613.77000000","81699.36000000","18.13419000"
1744287480000,"81699.37000000","81728.00000000","81656.28000000","81705.04000000","11.46544000"
1744287540000,"81705.04000000","81753.49000000","81662.18000000","81747.60000000","7.24852000"
1744287600000,"81747.59000000","81788.00000000","81709.78000000","81734.01000000","10.16392000"
1744287660000,"81734.01000000","81734.01000000","81640.00000000","81640.71000000","10.06860000"
1744287720000,"81640.71000000","81695.66000000","81634.70000000","81638.59000000","19.02355000"
1744287780000,"81638.59000000","81743.74000000","81638.59000000","81743.74000000","6.74154000"
1744287840000,"81743.74000000","81750.00000000","81647.17000000","81701.63000000","7.98628000"
1744287900000,"81701.63000000","81710.81000000","81684.00000000","81696.82000000","9.81665000"
1744287960000,"81696.82000000","81778.52000000","81696.82000000","81751.99000000","12.56753000"
1744288020000,"81751.99000000","81774.00000000","81737.44000000","81737.47000000","11.54603000"
1744288080000,"81737.47000000","81859.35000000","81737.46000000","81850.00000000","18.36853000"
1744288140000,"81850.01000000","82157.26000000","81850.00000000","82007.94000000","126.63108000"
1744288200000,"82007.94000000","82466.35000000","82007.93000000","82380.00000000","462.73816000"
1744288260000,"82375.99000000","82375.99000000","81968.85000000","82209.89000000","118.36841000"
1744288320000,"82209.90000000","82337.04000000","82106.00000000","82106.01000000","148.86451000"
1744288380000,"82106.00000000","82213.90000000","82081.37000000","82199.99000000","32.80114000"
1744288440000,"82200.00000000","82200.00000000","81938.23000000","82044.57000000","67.23496000"
1744288500000,"82044.57000000","82044.57000000","81857.14000000","81951.02000000","38.76723000"
1744288560000,"81951.01000000","81965.77000000","81760.52000000","81919.67000000","58.78372000"
1744288620000,"81919.67000000","81952.20000000","81869.57000000","81882.01000000","41.92612000"
1744288680000,"81882.00000000","81941.85000000","81862.33000000","81920.89000000","18.60776000"
1744288740000,"81920.90000000","82060.75000000","81920.90000000","82024.11000000","63.79465000"
1744288800000,"82024.11000000","82024.11000000","81893.38000000","81893.38000000","110.70667000"
1744288860000,"81893.38000000","81893.38000000","81769.07000000","81802.52000000","48.39441000"
1744288920000,"81802.53000000","81908.43000000","81794.01000000","81908.42000000","24.63494000"
1744288980000,"81908.43000000","81942.62000000","81829.84000000","81936.01000000","24.93651000"
1744289040000,"81936.00000000","81936.00000000","81830.00000000","81844.00000000","23.50541000"
1744289100000,"81844.01000000","81859.02000000","81800.01000000","81826.00000000","20.80520000"
1744289160000,"81824.89000000","81824.89000000","81700.00000000","81732.01000000","30.17252000"
1744289220000,"81732.00000000","81739.13000000","81675.00000000","81721.74000000","22.88431000"
1744289280000,"81721.73000000","81757.83000000","81624.23000000","81624.26000000","17.45091000"
1744289340000,"81624.26000000","81715.50000000","81617.03000000","81629.11000000","23.55604000"
1744289400000,"81629.12000000","81659.89000000","81459.48000000","81474.47000000","60.42015000"
1744289460000,"81474.47000000","81525.66000000","81467.57000000","81525.66000000","37.69779000"
1744289520000,"81525.65000000","81608.70000000","81516.99000000","81550.86000000","24.23292000"
1744289580000,"81550.86000000","81608.70000000","81543.92000000","81582.00000000","13.06082000"
1744289640000,"81582.00000000","81723.64000000","81568.00000000","81723.64000000","30.74663000"
1744289700000,"81723.64000000","81754.10000000","81685.63000000","81700.66000000","19.45517000"
1744289760000,"81700.66000000","81700.66000000","81609.21000000","81671.70000000","19.64321000"
1744289820000,"81671.70000000","81740.14000000","81663.17000000","81683.10000000","9.08700000"
1744289880000,"81683.10000000","81703.21000000","81644.26000000","81644.26000000","10.14480000"
1744289940000,"81644.26000000","81766.04000000","81644.26000000","81710.46000000","9.66796000"
1744290000000,"81710.45000000","81737.12000000","81648.74000000","81700.00000000","32.61922000"
1744290060000,"81700.00000000","81710.36000000","81652.17000000","81681.74000000","11.70550000"
1744290120000,"81681.74000000","81710.36000000","81618.19000000","81691.72000000","11.05342000"
1744290180000,"81691.71000000","81691.71000000","81584.22000000","81649.94000000","13.97450000"
1744290240000,"81649.94000000","81649.94000000","81590.85000000","81631.74000000","32.60826000"
1744290300000,"81631.74000000","81631.74000000","81582.22000000","81583.94000000","10.27189000"
1744290360000,"81583.94000000","81604.88000000","81531.57000000","81533.94000000","8.56695000"
1744290420000,"81533.94000000","81676.87000000","81532.64000000","81630.82000000","16.02261000"
1744290480000,"81630.81000000","81635.99000000","81532.90000000","81539.86000000","9.90362000"
1744290540000,"81539.86000000","81553.41000000","81521.73000000","81553.07000000","5.82723000"
1744290600000,"81553.06000000","81621.18000000","81530.56000000","81604.23000000","6.19141000"
1744290660000,"81604.23000000","81650.00000000","81596.39000000","81624.09000000","7.25175000"
1744290720000,"81622.02000000","81650.00000000","81600.00000000","81600.00000000","8.21904000"
1744290780000,"81600.01000000","81649.95000000","81588.42000000","81636.30000000","6.72673000"
1744290840000,"81636.31000000","81636.31000000","81542.78000000","81542.79000000","9.83690000"
1744290900000,"81542.79000000","81548.00000000","81494.00000000","81504.38000000","25.79170000"
1744290960000,"81504.38000000","81663.15000000","81500.05000000","81638.71000000","10.34851000"
1744291020000,"81638.70000000","81696.16000000","81614.39000000","81683.99000000","8.11540000"
1744291080000,"81683.98000000","81708.60000000","81643.44000000","81671.15000000","16.03209000"
1744291140000,"81671.14000000","81822.01000000","81671.14000000","81822.01000000","13.59395000"
1744291200000,"81822.01000000","81918.54000000","81820.82000000","81869.56000000","18.22643000"
1744291260000,"81869.57000000","81946.29000000","81860.49000000","81895.43000000","10.23339000"
1744291320000,"81895.43000000","81916.64000000","81869.56000000","81897.11000000","9.62069000"
1744291380000,"81897.12000000","81934.97000000","81834.30000000","81898.54000000","25.06603000"
1744291440000,"81898.54000000","81909.56000000","81808.00000000","81845.61000000","7.41456000"
1744291500000,"81845.62000000","81948.00000000","81842.97000000","81911.05000000","15.78131000"
1744291560000,"81911.05000000","81911.05000000","81813.20000000","81826.09000000","7.42858000"
1744291620000,"81826.09000000","81849.02000000","81732.48000000","81732.49000000","5.61575000"
1744291680000,"81732.48000000","81733.37000000","81673.63000000","81710.42000000","8.10455000"
1744291740000,"81710.41000000","81750.01000000","81689.34000000","81743.82000000","9.31490000"
1744291800000,"81743.39000000","81840.00000000","81627.29000000","81840.00000000","22.85695000"
1744291860000,"81839.99000000","81849.67000000","81438.62000000","81438.62000000","80.30617000"
1744291920000,"81438.62000000","81595.41000000","81392.99000000","81593.99000000","105.96747000"
1744291980000,"81594.00000000","81594.00000000","81436.51000000","81487.17000000","43.53232000"
1744292040000,"81487.18000000","81715.03000000","81483.51000000","81494.03000000","23.33888000"
1744292100000,"81494.04000000","81554.12000000","81347.82000000","81394.45000000","43.60813000"
1744292160000,"81394.45000000","81555.55000000","81383.65000000","81535.41000000","42.42617000"
1744292220000,"81535.42000000","81535.42000000","80939.27000000","80957.98000000","377.78153000"
1744292280000,"80957.99000000","81266.15000000","80957.99000000","81236.01000000","129.36890000"
1744292340000,"81236.01000000","81287.50000000","81124.22000000","81165.62000000","39.78497000"
1744292400000,"81165.62000000","81173.92000000","80942.16000000","80948.10000000","51.05629000"
1744292460000,"80948.11000000","81049.99000000","80931.43000000","80952.01000000","43.39433000"
1744292520000,"80951.19000000","81009.65000000","80866.98000000","80900.01000000","80.62437000"
1744292580000,"80900.01000000","80907.08000000","80764.84000000","80831.62000000","69.25386000"
1744292640000,"80831.61000000","80900.00000000","80825.50000000","80891.99000000","44.67624000"
1744292700000,"80892.00000000","81018.09000000","80833.29000000","81005.88000000","152.07674000"
1744292760000,"81004.83000000","81200.00000000","80957.51000000","81180.01000000","74.73938000"
1744292820000,"81180.01000000","81193.74000000","81086.95000000","81123.97000000","30.21473000"
1744292880000,"81123.98000000","81309.76000000","81123.97000000","81288.61000000","43.05501000"
1744292940000,"81288.60000000","81292.00000000","81177.47000000","81214.52000000","73.11285000"
1744293000000,"81214.52000000","81427.84000000","81122.01000000","81427.68000000","90.52879000"
1744293060000,"81427.68000000","81427.68000000","81156.00000000","81177.72000000","29.73414000"
1744293120000,"81177.71000000","81312.00000000","81163.08000000","81214.97000000","31.49886000"
1744293180000,"81212.05000000","81225.12000000","81115.20000000","81208.69000000","48.05231000"
1744293240000,"81208.69000000","81208.70000000","81088.00000000","81146.79000000","27.86151000"
1744293300000,"81146.78000000","81176.05000000","81045.69000000","81116.64000000","55.21038000"
1744293360000,"81116.64000000","81149.75000000","81055.00000000","81055.00000000","17.25966000"
1744293420000,"81055.01000000","81135.38000000","81032.90000000","81061.58000000","52.47915000"
1744293480000,"81061.58000000","81062.00000000","80868.01000000","80868.01000000","29.36939000"
1744293540000,"80868.00000000","80911.99000000","80856.00000000","80874.36000000","36.14687000"
1744293600000,"80874.35000000","81003.84000000","80811.05000000","80811.05000000","72.52469000"
1744293660000,"80811.05000000","80811.05000000","80634.26000000","80707.69000000","150.49316000"
1744293720000,"80707.69000000","80945.27000000","80696.21000000","80938.43000000","31.56223000"
1744293780000,"80938.43000000","81047.25000000","80872.00000000","81042.44000000","29.12753000"
1744293840000,"81042.44000000","81088.00000000","80998.00000000","80998.00000000","46.49440000"
1744293900000,"80998.01000000","81177.81000000","80974.33000000","81148.01000000","30.25651000"
1744293960000,"81148.01000000","81148.01000000","80975.99000000","81007.65000000","22.30748000"
1744294020000,"81007.66000000","81076.22000000","80928.65000000","81017.37000000","49.72299000"
1744294080000,"81017.37000000","81140.00000000","80990.26000000","81072.11000000","33.14910000"
1744294140000,"81072.12000000","81093.09000000","80994.01000000","81070.38000000","40.84457000"
1744294200000,"81070.38000000","81070.38000000","80962.00000000","80994.01000000","43.20947000"
1744294260000,"80994.00000000","81043.19000000","80826.08000000","80845.20000000","58.17687000"
1744294320000,"80845.20000000","80956.53000000","80802.00000000","80946.03000000","38.52428000"
1744294380000,"80946.03000000","81152.84000000","80944.27000000","81152.83000000","31.94025000"
1744294440000,"81152.84000000","81152.84000000","81089.98000000","81103.48000000","29.11436000"
1744294500000,"81103.47000000","81245.57000000","81096.01000000","81126.27000000","47.01081000"
1744294560000,"81126.28000000","81205.41000000","81058.49000000","81139.99000000","29.15341000"
1744294620000,"81139.99000000","81192.01000000","81079.97000000","81136.32000000","17.24763000"
1744294680000,"81134.01000000","81217.40000000","81072.00000000","81202.22000000","16.47679000"
1744294740000,"81202.22000000","81203.01000000","81086.95000000","81101.98000000","15.71780000"
1744294800000,"81101.98000000","81227.37000000","81101.98000000","81154.12000000","16.86799000"
1744294860000,"81154.11000000","81333.33000000","81117.23000000","81279.83000000","28.33811000"
1744294920000,"81279.82000000","81374.53000000","81257.11000000","81374.53000000","23.58777000"
1744294980000,"81374.52000000","81449.77000000","81368.00000000","81400.89000000","32.90633000"
1744295040000,"81400.89000000","81478.27000000","81378.66000000","81436.01000000","24.87222000"
1744295100000,"81436.01000000","81490.00000000","81384.77000000","81401.54000000","72.38392000"
1744295160000,"81401.55000000","81464.00000000","81380.20000000","81414.02000000","15.87953000"
1744295220000,"81414.03000000","81460.01000000","81330.08000000","81353.73000000","28.49005000"
1744295280000,"81353.73000000","81375.85000000","81300.00000000","81365.05000000","9.27260000"
1744295340000,"81365.05000000","81365.05000000","81286.00000000","81288.01000000","24.81210000"
1744295400000,"81288.01000000","81404.00000000","81288.01000000","81364.66000000","20.97276000"
1744295460000,"81364.66000000","81483.01000000","81364.65000000","81483.01000000","10.20205000"
1744295520000,"81483.01000000","81500.00000000","81445.45000000","81478.27000000","19.38361000"
1744295580000,"81478.26000000","81557.08000000","81478.26000000","81528.00000000","34.99810000"
1744295640000,"81528.00000000","81658.66000000","81526.28000000","81625.38000000","46.08729000"
1744295700000,"81625.38000000","81625.38000000","81521.73000000","81578.43000000","20.77652000"
1744295760000,"81578.43000000","81800.00000000","81566.33000000","81770.02000000","68.44407000"
1744295820000,"81770.01000000","81770.01000000","81573.60000000","81590.68000000","29.23895000"
1744295880000,"81590.68000000","81650.00000000","81554.02000000","81627.57000000","14.92199000"
1744295940000,"81627.56000000","81650.00000000","81536.00000000","81590.68000000","38.98287000"
1744296000000,"81590.68000000","81795.43000000","81590.67000000","81795.43000000","74.76220000"
1744296060000,"81795.43000000","81841.58000000","81677.10000000","81733.45000000","64.21044000"
1744296120000,"81733.45000000","81826.09000000","81708.30000000","81760.00000000","16.72398000"
1744296180000,"81760.00000000","81762.78000000","81565.21000000","81566.02000000","32.33456000"
1744296240000,"81566.01000000","81640.00000000","81566.01000000","81639.99000000","27.48055000"
1744296300000,"81640.00000000","81653.99000000","81556.05000000","81574.00000000","17.30490000"
1744296360000,"81574.01000000","81639.96000000","81556.86000000","81597.59000000","28.54520000"
1744296420000,"81597.59000000","81597.59000000","81450.01000000","81483.88000000","37.95525000"
1744296480000,"81483.88000000","81529.63000000","81457.01000000","81497.05000000","21.61030000"
1744296540000,"81497.05000000","81545.89000000","81460.00000000","81528.99000000","26.70896000"
1744296600000,"81528.99000000","81528.99000000","81433.85000000","81442.91000000","26.82623000"
1744296660000,"81442.92000000","81555.88000000","81431.55000000","81464.47000000","70.83412000"
1744296720000,"81464.48000000","81478.27000000","81406.97000000","81414.38000000","40.36542000"
1744296780000,"81414.39000000","81443.54000000","81373.18000000","81439.15000000","32.01849000"
1744296840000,"81439.15000000","81508.47000000","81437.23000000","81470.74000000","34.00908000"
1744296900000,"81470.74000000","81537.91000000","81413.32000000","81416.00000000","15.51210000"
1744296960000,"81416.01000000","81416.01000000","81303.14000000","81309.82000000","40.83921000"
1744297020000,"81309.82000000","81347.82000000","81287.02000000","81320.46000000","20.32974000"
1744297080000,"81320.45000000","81320.46000000","81253.27000000","81253.28000000","24.81305000"
1744297140000,"81253.28000000","81272.19000000","81221.69000000","81272.19000000","28.67740000"
1744297200000,"81272.19000000","81353.10000000","81241.96000000","81334.78000000","36.66929000"
1744297260000,"81335.88000000","81335.99000000","81095.00000000","81096.41000000","47.10438000"
1744297320000,"81096.41000000","81137.79000000","80952.06000000","80965.02000000","86.97689000"
1744297380000,"80965.02000000","81089.99000000","80952.00000000","81009.81000000","49.99777000"
1744297440000,"81009.81000000","81016.15000000","80937.01000000","80982.01000000","44.87186000"
1744297500000,"80982.00000000","81037.80000000","80913.04000000","80968.02000000","71.71768000"
1744297560000,"80968.02000000","81096.76000000","80924.67000000","81075.28000000","55.25369000"
1744297620000,"81075.27000000","81119.37000000","81014.97000000","81091.00000000","43.81314000"
1744297680000,"81091.00000000","81096.43000000","81018.34000000","81049.91000000","31.54590000"
1744297740000,"81049.90000000","81130.44000000","81028.00000000","81078.00000000","27.23933000"
1744297800000,"81078.01000000","81092.18000000","81046.65000000","81084.62000000","35.22475000"
1744297860000,"81084.62000000","81084.62000000","80946.40000000","80962.20000000","41.03756000"
1744297920000,"80962.21000000","80997.70000000","80957.25000000","80967.68000000","18.59110000"
1744297980000,"80967.68000000","80974.55000000","80883.69000000","80884.03000000","35.10388000"
1744298040000,"80884.03000000","80884.03000000","80709.00000000","80718.05000000","71.44273000"
1744298100000,"80718.05000000","80739.14000000","80600.00000000","80600.01000000","54.14265000"
1744298160000,"80600.00000000","80600.00000000","80444.85000000","80508.00000000","94.39493000"
1744298220000,"80508.00000000","80593.76000000","80452.58000000","80565.21000000","50.86432000"
1744298280000,"80565.21000000","80586.78000000","80389.15000000","80450.00000000","32.66504000"
1744298340000,"80449.99000000","80605.15000000","80446.00000000","80574.51000000","44.65760000"
1744298400000,"80574.51000000","80574.51000000","80482.02000000","80511.62000000","48.21985000"
1744298460000,"80511.62000000","80518.76000000","80403.50000000","80416.29000000","57.08396000"
1744298520000,"80416.28000000","80465.64000000","80402.55000000","80436.52000000","28.01356000"
1744298580000,"80436.51000000","80436.51000000","80348.00000000","80348.01000000","69.74476000"
1744298640000,"80348.01000000","80381.00000000","80293.22000000","80376.00000000","74.16148000"
1744298700000,"80376.01000000","80420.38000000","80310.00000000","80374.01000000","37.47731000"
1744298760000,"80374.00000000","80484.00000000","80287.16000000","80456.01000000","56.53130000"
1744298820000,"80456.01000000","80460.00000000","80303.21000000","80316.82000000","19.00388000"
1744298880000,"80316.83000000","80368.00000000","80300.00000000","80321.00000000","26.20147000"
1744298940000,"80320.99000000","80330.04000000","80216.44000000","80232.01000000","168.42687000"
1744299000000,"80232.01000000","80278.00000000","80171.59000000","80248.93000000","55.67429000"
1744299060000,"80248.92000000","80248.93000000","80077.91000000","80113.30000000","84.33735000"
1744299120000,"80110.76000000","80124.00000000","80044.81000000","80057.90000000","65.41621000"
1744299180000,"80057.89000000","80057.90000000","79862.64000000","79869.53000000","226.58366000"
1744299240000,"79869.53000000","79971.19000000","79856.69000000","79929.46000000","85.24974000"
